Q0 = 1.087 GeV	 Q = 3.162 GeV
1.959E-04	1.122E-03
1.977E-04	1.130E-03
1.995E-04	1.139E-03
2.014E-04	1.147E-03
2.032E-04	1.156E-03
2.051E-04	1.165E-03
2.070E-04	1.174E-03
2.089E-04	1.183E-03
2.109E-04	1.192E-03
2.128E-04	1.201E-03
2.148E-04	1.210E-03
2.168E-04	1.219E-03
2.188E-04	1.228E-03
2.208E-04	1.238E-03
2.228E-04	1.247E-03
2.249E-04	1.257E-03
2.270E-04	1.266E-03
2.291E-04	1.276E-03
2.312E-04	1.286E-03
2.333E-04	1.295E-03
2.355E-04	1.305E-03
2.377E-04	1.315E-03
2.399E-04	1.325E-03
2.421E-04	1.335E-03
2.443E-04	1.345E-03
2.466E-04	1.356E-03
2.489E-04	1.366E-03
2.512E-04	1.376E-03
2.535E-04	1.387E-03
2.559E-04	1.398E-03
2.582E-04	1.408E-03
2.606E-04	1.419E-03
2.630E-04	1.430E-03
2.655E-04	1.441E-03
2.679E-04	1.452E-03
2.704E-04	1.463E-03
2.729E-04	1.474E-03
2.754E-04	1.485E-03
2.780E-04	1.496E-03
2.805E-04	1.508E-03
2.831E-04	1.519E-03
2.858E-04	1.531E-03
2.884E-04	1.543E-03
2.911E-04	1.554E-03
2.938E-04	1.566E-03
2.965E-04	1.578E-03
2.992E-04	1.590E-03
3.020E-04	1.602E-03
3.048E-04	1.615E-03
3.076E-04	1.627E-03
3.105E-04	1.639E-03
3.133E-04	1.652E-03
3.162E-04	1.664E-03
3.192E-04	1.677E-03
3.221E-04	1.690E-03
3.251E-04	1.703E-03
3.281E-04	1.716E-03
3.311E-04	1.729E-03
3.342E-04	1.742E-03
3.373E-04	1.755E-03
3.404E-04	1.769E-03
3.436E-04	1.782E-03
3.467E-04	1.796E-03
3.499E-04	1.810E-03
3.532E-04	1.823E-03
3.565E-04	1.837E-03
3.597E-04	1.851E-03
3.631E-04	1.866E-03
3.664E-04	1.880E-03
3.698E-04	1.894E-03
3.733E-04	1.909E-03
3.767E-04	1.923E-03
3.802E-04	1.938E-03
3.837E-04	1.953E-03
3.873E-04	1.968E-03
3.908E-04	1.983E-03
3.945E-04	1.998E-03
3.981E-04	2.013E-03
4.018E-04	2.029E-03
4.055E-04	2.044E-03
4.093E-04	2.060E-03
4.130E-04	2.075E-03
4.169E-04	2.091E-03
4.207E-04	2.107E-03
4.246E-04	2.123E-03
4.285E-04	2.140E-03
4.325E-04	2.156E-03
4.365E-04	2.173E-03
4.406E-04	2.189E-03
4.446E-04	2.206E-03
4.487E-04	2.223E-03
4.529E-04	2.240E-03
4.571E-04	2.257E-03
4.613E-04	2.274E-03
4.656E-04	2.292E-03
4.699E-04	2.309E-03
4.742E-04	2.327E-03
4.786E-04	2.345E-03
4.831E-04	2.363E-03
4.875E-04	2.381E-03
4.920E-04	2.399E-03
4.966E-04	2.417E-03
5.012E-04	2.436E-03
5.058E-04	2.455E-03
5.105E-04	2.473E-03
5.152E-04	2.492E-03
5.200E-04	2.511E-03
5.248E-04	2.531E-03
5.297E-04	2.550E-03
5.346E-04	2.570E-03
5.395E-04	2.589E-03
5.445E-04	2.609E-03
5.495E-04	2.629E-03
5.546E-04	2.649E-03
5.598E-04	2.670E-03
5.649E-04	2.690E-03
5.702E-04	2.711E-03
5.754E-04	2.731E-03
5.808E-04	2.752E-03
5.861E-04	2.774E-03
5.916E-04	2.795E-03
5.970E-04	2.816E-03
6.026E-04	2.838E-03
6.081E-04	2.860E-03
6.138E-04	2.882E-03
6.194E-04	2.904E-03
6.252E-04	2.926E-03
6.310E-04	2.948E-03
6.368E-04	2.971E-03
6.427E-04	2.994E-03
6.486E-04	3.017E-03
6.546E-04	3.040E-03
6.607E-04	3.063E-03
6.668E-04	3.087E-03
6.730E-04	3.111E-03
6.792E-04	3.135E-03
6.855E-04	3.159E-03
6.918E-04	3.183E-03
6.982E-04	3.207E-03
7.047E-04	3.232E-03
7.112E-04	3.257E-03
7.178E-04	3.282E-03
7.244E-04	3.307E-03
7.311E-04	3.333E-03
7.379E-04	3.358E-03
7.447E-04	3.384E-03
7.516E-04	3.410E-03
7.586E-04	3.436E-03
7.656E-04	3.463E-03
7.727E-04	3.489E-03
7.798E-04	3.516E-03
7.870E-04	3.543E-03
7.943E-04	3.570E-03
8.017E-04	3.598E-03
8.091E-04	3.626E-03
8.166E-04	3.654E-03
8.241E-04	3.682E-03
8.318E-04	3.710E-03
8.395E-04	3.739E-03
8.472E-04	3.767E-03
8.551E-04	3.796E-03
8.630E-04	3.826E-03
8.710E-04	3.855E-03
8.790E-04	3.885E-03
8.872E-04	3.915E-03
8.954E-04	3.945E-03
9.036E-04	3.975E-03
9.120E-04	4.006E-03
9.204E-04	4.037E-03
9.290E-04	4.068E-03
9.376E-04	4.099E-03
9.462E-04	4.131E-03
9.550E-04	4.163E-03
9.638E-04	4.195E-03
9.727E-04	4.227E-03
9.817E-04	4.260E-03
9.908E-04	4.292E-03
1.000E-03	4.326E-03
1.009E-03	4.359E-03
1.019E-03	4.393E-03
1.028E-03	4.426E-03
1.038E-03	4.461E-03
1.047E-03	4.495E-03
1.057E-03	4.530E-03
1.067E-03	4.565E-03
1.076E-03	4.600E-03
1.086E-03	4.635E-03
1.096E-03	4.671E-03
1.107E-03	4.707E-03
1.117E-03	4.744E-03
1.127E-03	4.780E-03
1.138E-03	4.817E-03
1.148E-03	4.854E-03
1.159E-03	4.892E-03
1.169E-03	4.930E-03
1.180E-03	4.968E-03
1.191E-03	5.006E-03
1.202E-03	5.045E-03
1.213E-03	5.084E-03
1.225E-03	5.123E-03
1.236E-03	5.163E-03
1.247E-03	5.203E-03
1.259E-03	5.243E-03
1.271E-03	5.283E-03
1.282E-03	5.324E-03
1.294E-03	5.365E-03
1.306E-03	5.407E-03
1.318E-03	5.449E-03
1.330E-03	5.491E-03
1.343E-03	5.533E-03
1.355E-03	5.576E-03
1.368E-03	5.619E-03
1.380E-03	5.663E-03
1.393E-03	5.707E-03
1.406E-03	5.751E-03
1.419E-03	5.795E-03
1.432E-03	5.840E-03
1.445E-03	5.886E-03
1.459E-03	5.931E-03
1.472E-03	5.977E-03
1.486E-03	6.023E-03
1.500E-03	6.070E-03
1.514E-03	6.117E-03
1.528E-03	6.165E-03
1.542E-03	6.212E-03
1.556E-03	6.261E-03
1.570E-03	6.309E-03
1.585E-03	6.358E-03
1.600E-03	6.407E-03
1.614E-03	6.457E-03
1.629E-03	6.507E-03
1.644E-03	6.558E-03
1.660E-03	6.608E-03
1.675E-03	6.660E-03
1.690E-03	6.711E-03
1.706E-03	6.764E-03
1.722E-03	6.816E-03
1.738E-03	6.869E-03
1.754E-03	6.922E-03
1.770E-03	6.976E-03
1.786E-03	7.030E-03
1.803E-03	7.085E-03
1.820E-03	7.140E-03
1.837E-03	7.195E-03
1.854E-03	7.251E-03
1.871E-03	7.308E-03
1.888E-03	7.364E-03
1.905E-03	7.422E-03
1.923E-03	7.479E-03
1.941E-03	7.538E-03
1.959E-03	7.596E-03
1.977E-03	7.655E-03
1.995E-03	7.715E-03
2.014E-03	7.775E-03
2.032E-03	7.835E-03
2.051E-03	7.896E-03
2.070E-03	7.958E-03
2.089E-03	8.020E-03
2.109E-03	8.082E-03
2.128E-03	8.145E-03
2.148E-03	8.209E-03
2.168E-03	8.272E-03
2.188E-03	8.337E-03
2.208E-03	8.402E-03
2.228E-03	8.467E-03
2.249E-03	8.533E-03
2.270E-03	8.600E-03
2.291E-03	8.667E-03
2.312E-03	8.734E-03
2.333E-03	8.802E-03
2.355E-03	8.871E-03
2.377E-03	8.940E-03
2.399E-03	9.010E-03
2.421E-03	9.080E-03
2.443E-03	9.151E-03
2.466E-03	9.223E-03
2.489E-03	9.295E-03
2.512E-03	9.367E-03
2.535E-03	9.440E-03
2.559E-03	9.514E-03
2.582E-03	9.588E-03
2.606E-03	9.663E-03
2.630E-03	9.739E-03
2.655E-03	9.815E-03
2.679E-03	9.891E-03
2.704E-03	9.969E-03
2.729E-03	1.005E-02
2.754E-03	1.013E-02
2.780E-03	1.020E-02
2.805E-03	1.028E-02
2.831E-03	1.036E-02
2.858E-03	1.045E-02
2.884E-03	1.053E-02
2.911E-03	1.061E-02
2.938E-03	1.069E-02
2.965E-03	1.078E-02
2.992E-03	1.086E-02
3.020E-03	1.095E-02
3.048E-03	1.103E-02
3.076E-03	1.112E-02
3.105E-03	1.121E-02
3.133E-03	1.129E-02
3.162E-03	1.138E-02
3.192E-03	1.147E-02
3.221E-03	1.156E-02
3.251E-03	1.165E-02
3.281E-03	1.174E-02
3.311E-03	1.183E-02
3.342E-03	1.193E-02
3.373E-03	1.202E-02
3.404E-03	1.212E-02
3.436E-03	1.221E-02
3.467E-03	1.231E-02
3.499E-03	1.240E-02
3.532E-03	1.250E-02
3.565E-03	1.260E-02
3.597E-03	1.270E-02
3.631E-03	1.280E-02
3.664E-03	1.290E-02
3.698E-03	1.300E-02
3.733E-03	1.310E-02
3.767E-03	1.320E-02
3.802E-03	1.331E-02
3.837E-03	1.341E-02
3.873E-03	1.352E-02
3.908E-03	1.362E-02
3.945E-03	1.373E-02
3.981E-03	1.384E-02
4.018E-03	1.395E-02
4.055E-03	1.406E-02
4.093E-03	1.417E-02
4.130E-03	1.428E-02
4.169E-03	1.439E-02
4.207E-03	1.451E-02
4.246E-03	1.462E-02
4.285E-03	1.474E-02
4.325E-03	1.485E-02
4.365E-03	1.497E-02
4.406E-03	1.509E-02
4.446E-03	1.521E-02
4.487E-03	1.533E-02
4.529E-03	1.545E-02
4.571E-03	1.557E-02
4.613E-03	1.569E-02
4.656E-03	1.582E-02
4.699E-03	1.594E-02
4.742E-03	1.607E-02
4.786E-03	1.619E-02
4.831E-03	1.632E-02
4.875E-03	1.645E-02
4.920E-03	1.658E-02
4.966E-03	1.671E-02
5.012E-03	1.684E-02
5.058E-03	1.698E-02
5.105E-03	1.711E-02
5.152E-03	1.725E-02
5.200E-03	1.738E-02
5.248E-03	1.752E-02
5.297E-03	1.766E-02
5.346E-03	1.780E-02
5.395E-03	1.794E-02
5.445E-03	1.808E-02
5.495E-03	1.823E-02
5.546E-03	1.837E-02
5.598E-03	1.852E-02
5.649E-03	1.866E-02
5.702E-03	1.881E-02
5.754E-03	1.896E-02
5.808E-03	1.911E-02
5.861E-03	1.926E-02
5.916E-03	1.942E-02
5.970E-03	1.957E-02
6.026E-03	1.973E-02
6.081E-03	1.988E-02
6.138E-03	2.004E-02
6.194E-03	2.020E-02
6.252E-03	2.036E-02
6.310E-03	2.052E-02
6.368E-03	2.068E-02
6.427E-03	2.085E-02
6.486E-03	2.102E-02
6.546E-03	2.118E-02
6.607E-03	2.135E-02
6.668E-03	2.152E-02
6.730E-03	2.169E-02
6.792E-03	2.187E-02
6.855E-03	2.204E-02
6.918E-03	2.222E-02
6.982E-03	2.239E-02
7.047E-03	2.257E-02
7.112E-03	2.275E-02
7.178E-03	2.293E-02
7.244E-03	2.312E-02
7.311E-03	2.330E-02
7.379E-03	2.349E-02
7.447E-03	2.367E-02
7.516E-03	2.386E-02
7.586E-03	2.405E-02
7.656E-03	2.425E-02
7.727E-03	2.444E-02
7.798E-03	2.463E-02
7.870E-03	2.483E-02
7.943E-03	2.503E-02
8.017E-03	2.523E-02
8.091E-03	2.543E-02
8.166E-03	2.564E-02
8.241E-03	2.584E-02
8.318E-03	2.605E-02
8.395E-03	2.626E-02
8.472E-03	2.647E-02
8.551E-03	2.668E-02
8.630E-03	2.689E-02
8.710E-03	2.711E-02
8.790E-03	2.733E-02
8.872E-03	2.755E-02
8.954E-03	2.777E-02
9.036E-03	2.799E-02
9.120E-03	2.821E-02
9.204E-03	2.844E-02
9.290E-03	2.867E-02
9.376E-03	2.890E-02
9.462E-03	2.913E-02
9.550E-03	2.937E-02
9.638E-03	2.960E-02
9.727E-03	2.984E-02
9.817E-03	3.008E-02
9.908E-03	3.032E-02
1.000E-02	3.057E-02
1.198E-02	3.580E-02
1.397E-02	4.096E-02
1.595E-02	4.606E-02
1.794E-02	5.111E-02
1.992E-02	5.611E-02
2.190E-02	6.109E-02
2.389E-02	6.603E-02
2.587E-02	7.095E-02
2.786E-02	7.585E-02
2.984E-02	8.072E-02
3.182E-02	8.558E-02
3.381E-02	9.043E-02
3.579E-02	9.526E-02
3.778E-02	1.001E-01
3.976E-02	1.049E-01
4.174E-02	1.097E-01
4.373E-02	1.144E-01
4.571E-02	1.192E-01
4.770E-02	1.239E-01
4.968E-02	1.287E-01
5.166E-02	1.334E-01
5.365E-02	1.381E-01
5.563E-02	1.428E-01
5.762E-02	1.475E-01
5.960E-02	1.522E-01
6.158E-02	1.568E-01
6.357E-02	1.615E-01
6.555E-02	1.661E-01
6.754E-02	1.707E-01
6.952E-02	1.753E-01
7.150E-02	1.799E-01
7.349E-02	1.845E-01
7.547E-02	1.891E-01
7.745E-02	1.936E-01
7.944E-02	1.981E-01
8.142E-02	2.026E-01
8.341E-02	2.071E-01
8.539E-02	2.116E-01
8.737E-02	2.160E-01
8.936E-02	2.204E-01
9.134E-02	2.249E-01
9.333E-02	2.292E-01
9.531E-02	2.336E-01
9.729E-02	2.379E-01
9.928E-02	2.423E-01
1.013E-01	2.466E-01
1.032E-01	2.508E-01
1.052E-01	2.551E-01
1.072E-01	2.593E-01
1.092E-01	2.635E-01
1.112E-01	2.677E-01
1.132E-01	2.718E-01
1.152E-01	2.760E-01
1.171E-01	2.801E-01
1.191E-01	2.841E-01
1.211E-01	2.882E-01
1.231E-01	2.922E-01
1.251E-01	2.962E-01
1.271E-01	3.001E-01
1.290E-01	3.040E-01
1.310E-01	3.079E-01
1.330E-01	3.118E-01
1.350E-01	3.156E-01
1.370E-01	3.194E-01
1.390E-01	3.232E-01
1.409E-01	3.269E-01
1.429E-01	3.306E-01
1.449E-01	3.343E-01
1.469E-01	3.379E-01
1.489E-01	3.415E-01
1.509E-01	3.451E-01
1.528E-01	3.486E-01
1.548E-01	3.521E-01
1.568E-01	3.555E-01
1.588E-01	3.590E-01
1.608E-01	3.623E-01
1.628E-01	3.657E-01
1.647E-01	3.690E-01
1.667E-01	3.723E-01
1.687E-01	3.755E-01
1.707E-01	3.787E-01
1.727E-01	3.818E-01
1.747E-01	3.849E-01
1.767E-01	3.880E-01
1.786E-01	3.911E-01
1.806E-01	3.940E-01
1.826E-01	3.970E-01
1.846E-01	3.999E-01
1.866E-01	4.028E-01
1.886E-01	4.056E-01
1.905E-01	4.084E-01
1.925E-01	4.111E-01
1.945E-01	4.138E-01
1.965E-01	4.165E-01
1.985E-01	4.191E-01
2.005E-01	4.217E-01
2.024E-01	4.242E-01
2.044E-01	4.267E-01
2.064E-01	4.291E-01
2.084E-01	4.315E-01
2.104E-01	4.339E-01
2.124E-01	4.362E-01
2.143E-01	4.385E-01
2.163E-01	4.407E-01
2.183E-01	4.429E-01
2.203E-01	4.450E-01
2.223E-01	4.471E-01
2.243E-01	4.491E-01
2.263E-01	4.511E-01
2.282E-01	4.531E-01
2.302E-01	4.550E-01
2.322E-01	4.568E-01
2.342E-01	4.587E-01
2.362E-01	4.604E-01
2.382E-01	4.621E-01
2.401E-01	4.638E-01
2.421E-01	4.655E-01
2.441E-01	4.670E-01
2.461E-01	4.686E-01
2.481E-01	4.701E-01
2.501E-01	4.715E-01
2.520E-01	4.729E-01
2.540E-01	4.743E-01
2.560E-01	4.756E-01
2.580E-01	4.768E-01
2.600E-01	4.780E-01
2.620E-01	4.792E-01
2.639E-01	4.803E-01
2.659E-01	4.814E-01
2.679E-01	4.824E-01
2.699E-01	4.834E-01
2.719E-01	4.843E-01
2.739E-01	4.852E-01
2.759E-01	4.861E-01
2.778E-01	4.869E-01
2.798E-01	4.876E-01
2.818E-01	4.883E-01
2.838E-01	4.890E-01
2.858E-01	4.896E-01
2.878E-01	4.901E-01
2.897E-01	4.907E-01
2.917E-01	4.911E-01
2.937E-01	4.916E-01
2.957E-01	4.920E-01
2.977E-01	4.923E-01
2.997E-01	4.926E-01
3.016E-01	4.929E-01
3.036E-01	4.931E-01
3.056E-01	4.932E-01
3.076E-01	4.933E-01
3.096E-01	4.934E-01
3.116E-01	4.934E-01
3.135E-01	4.934E-01
3.155E-01	4.934E-01
3.175E-01	4.933E-01
3.195E-01	4.931E-01
3.215E-01	4.929E-01
3.235E-01	4.927E-01
3.255E-01	4.924E-01
3.274E-01	4.921E-01
3.294E-01	4.918E-01
3.314E-01	4.914E-01
3.334E-01	4.909E-01
3.354E-01	4.905E-01
3.374E-01	4.899E-01
3.393E-01	4.894E-01
3.413E-01	4.888E-01
3.433E-01	4.881E-01
3.453E-01	4.875E-01
3.473E-01	4.867E-01
3.493E-01	4.860E-01
3.512E-01	4.852E-01
3.532E-01	4.843E-01
3.552E-01	4.835E-01
3.572E-01	4.825E-01
3.592E-01	4.816E-01
3.612E-01	4.806E-01
3.631E-01	4.796E-01
3.651E-01	4.785E-01
3.671E-01	4.774E-01
3.691E-01	4.763E-01
3.711E-01	4.751E-01
3.731E-01	4.739E-01
3.751E-01	4.726E-01
3.770E-01	4.714E-01
3.790E-01	4.701E-01
3.810E-01	4.687E-01
3.830E-01	4.673E-01
3.850E-01	4.659E-01
3.870E-01	4.645E-01
3.889E-01	4.630E-01
3.909E-01	4.615E-01
3.929E-01	4.599E-01
3.949E-01	4.584E-01
3.969E-01	4.568E-01
3.989E-01	4.551E-01
4.008E-01	4.535E-01
4.028E-01	4.518E-01
4.048E-01	4.500E-01
4.068E-01	4.483E-01
4.088E-01	4.465E-01
4.108E-01	4.447E-01
4.127E-01	4.429E-01
4.147E-01	4.410E-01
4.167E-01	4.391E-01
4.187E-01	4.372E-01
4.207E-01	4.352E-01
4.227E-01	4.333E-01
4.246E-01	4.313E-01
4.266E-01	4.292E-01
4.286E-01	4.272E-01
4.306E-01	4.251E-01
4.326E-01	4.230E-01
4.346E-01	4.209E-01
4.366E-01	4.188E-01
4.385E-01	4.166E-01
4.405E-01	4.144E-01
4.425E-01	4.122E-01
4.445E-01	4.100E-01
4.465E-01	4.077E-01
4.485E-01	4.055E-01
4.504E-01	4.032E-01
4.524E-01	4.009E-01
4.544E-01	3.985E-01
4.564E-01	3.962E-01
4.584E-01	3.938E-01
4.604E-01	3.914E-01
4.623E-01	3.890E-01
4.643E-01	3.866E-01
4.663E-01	3.842E-01
4.683E-01	3.817E-01
4.703E-01	3.793E-01
4.723E-01	3.768E-01
4.742E-01	3.743E-01
4.762E-01	3.718E-01
4.782E-01	3.693E-01
4.802E-01	3.667E-01
4.822E-01	3.642E-01
4.842E-01	3.616E-01
4.862E-01	3.591E-01
4.881E-01	3.565E-01
4.901E-01	3.539E-01
4.921E-01	3.513E-01
4.941E-01	3.487E-01
4.961E-01	3.461E-01
4.981E-01	3.434E-01
5.000E-01	3.408E-01
5.020E-01	3.381E-01
5.040E-01	3.355E-01
5.060E-01	3.328E-01
5.080E-01	3.301E-01
5.100E-01	3.274E-01
5.119E-01	3.248E-01
5.139E-01	3.221E-01
5.159E-01	3.194E-01
5.179E-01	3.167E-01
5.199E-01	3.140E-01
5.219E-01	3.112E-01
5.238E-01	3.085E-01
5.258E-01	3.058E-01
5.278E-01	3.031E-01
5.298E-01	3.004E-01
5.318E-01	2.976E-01
5.338E-01	2.949E-01
5.358E-01	2.922E-01
5.377E-01	2.894E-01
5.397E-01	2.867E-01
5.417E-01	2.840E-01
5.437E-01	2.812E-01
5.457E-01	2.785E-01
5.477E-01	2.758E-01
5.496E-01	2.730E-01
5.516E-01	2.703E-01
5.536E-01	2.676E-01
5.556E-01	2.649E-01
5.576E-01	2.621E-01
5.596E-01	2.594E-01
5.615E-01	2.567E-01
5.635E-01	2.540E-01
5.655E-01	2.513E-01
5.675E-01	2.486E-01
5.695E-01	2.459E-01
5.715E-01	2.432E-01
5.734E-01	2.405E-01
5.754E-01	2.378E-01
5.774E-01	2.352E-01
5.794E-01	2.325E-01
5.814E-01	2.298E-01
5.834E-01	2.272E-01
5.854E-01	2.245E-01
5.873E-01	2.219E-01
5.893E-01	2.193E-01
5.913E-01	2.166E-01
5.933E-01	2.140E-01
5.953E-01	2.114E-01
5.973E-01	2.088E-01
5.992E-01	2.062E-01
6.012E-01	2.037E-01
6.032E-01	2.011E-01
6.052E-01	1.985E-01
6.072E-01	1.960E-01
6.092E-01	1.935E-01
6.111E-01	1.909E-01
6.131E-01	1.884E-01
6.151E-01	1.859E-01
6.171E-01	1.834E-01
6.191E-01	1.810E-01
6.211E-01	1.785E-01
6.230E-01	1.761E-01
6.250E-01	1.736E-01
6.270E-01	1.712E-01
6.290E-01	1.688E-01
6.310E-01	1.664E-01
6.330E-01	1.640E-01
6.349E-01	1.617E-01
6.369E-01	1.593E-01
6.389E-01	1.570E-01
6.409E-01	1.546E-01
6.429E-01	1.523E-01
6.449E-01	1.500E-01
6.469E-01	1.478E-01
6.488E-01	1.455E-01
6.508E-01	1.433E-01
6.528E-01	1.410E-01
6.548E-01	1.388E-01
6.568E-01	1.366E-01
6.588E-01	1.345E-01
6.607E-01	1.323E-01
6.627E-01	1.301E-01
6.647E-01	1.280E-01
6.667E-01	1.259E-01
6.687E-01	1.238E-01
6.707E-01	1.217E-01
6.726E-01	1.197E-01
6.746E-01	1.176E-01
6.766E-01	1.156E-01
6.786E-01	1.136E-01
6.806E-01	1.116E-01
6.826E-01	1.096E-01
6.845E-01	1.077E-01
6.865E-01	1.058E-01
6.885E-01	1.038E-01
6.905E-01	1.019E-01
6.925E-01	1.001E-01
6.945E-01	9.820E-02
6.965E-01	9.636E-02
6.984E-01	9.454E-02
7.004E-01	9.274E-02
7.024E-01	9.095E-02
7.044E-01	8.919E-02
7.064E-01	8.744E-02
7.084E-01	8.572E-02
7.103E-01	8.401E-02
7.123E-01	8.232E-02
7.143E-01	8.065E-02
7.163E-01	7.900E-02
7.183E-01	7.737E-02
7.203E-01	7.576E-02
7.222E-01	7.417E-02
7.242E-01	7.260E-02
7.262E-01	7.105E-02
7.282E-01	6.952E-02
7.302E-01	6.800E-02
7.322E-01	6.651E-02
7.341E-01	6.504E-02
7.361E-01	6.358E-02
7.381E-01	6.215E-02
7.401E-01	6.073E-02
7.421E-01	5.934E-02
7.441E-01	5.796E-02
7.461E-01	5.660E-02
7.480E-01	5.526E-02
7.500E-01	5.394E-02
7.520E-01	5.264E-02
7.540E-01	5.136E-02
7.560E-01	5.010E-02
7.580E-01	4.886E-02
7.599E-01	4.764E-02
7.619E-01	4.644E-02
7.639E-01	4.525E-02
7.659E-01	4.408E-02
7.679E-01	4.294E-02
7.699E-01	4.181E-02
7.718E-01	4.070E-02
7.738E-01	3.961E-02
7.758E-01	3.854E-02
7.778E-01	3.748E-02
7.798E-01	3.645E-02
7.818E-01	3.543E-02
7.837E-01	3.443E-02
7.857E-01	3.345E-02
7.877E-01	3.249E-02
7.897E-01	3.154E-02
7.917E-01	3.062E-02
7.937E-01	2.971E-02
7.957E-01	2.881E-02
7.976E-01	2.794E-02
7.996E-01	2.708E-02
8.016E-01	2.624E-02
8.036E-01	2.542E-02
8.056E-01	2.461E-02
8.076E-01	2.382E-02
8.095E-01	2.305E-02
8.115E-01	2.229E-02
8.135E-01	2.155E-02
8.155E-01	2.083E-02
8.175E-01	2.012E-02
8.195E-01	1.943E-02
8.214E-01	1.876E-02
8.234E-01	1.810E-02
8.254E-01	1.745E-02
8.274E-01	1.682E-02
8.294E-01	1.621E-02
8.314E-01	1.561E-02
8.333E-01	1.503E-02
8.353E-01	1.446E-02
8.373E-01	1.390E-02
8.393E-01	1.336E-02
8.413E-01	1.284E-02
8.433E-01	1.233E-02
8.453E-01	1.183E-02
8.472E-01	1.134E-02
8.492E-01	1.087E-02
8.512E-01	1.041E-02
8.532E-01	9.970E-03
8.552E-01	9.538E-03
8.572E-01	9.120E-03
8.591E-01	8.713E-03
8.611E-01	8.320E-03
8.631E-01	7.938E-03
8.651E-01	7.569E-03
8.671E-01	7.211E-03
8.691E-01	6.865E-03
8.710E-01	6.531E-03
8.730E-01	6.208E-03
8.750E-01	5.895E-03
8.770E-01	5.594E-03
8.790E-01	5.304E-03
8.810E-01	5.023E-03
8.829E-01	4.754E-03
8.849E-01	4.494E-03
8.869E-01	4.244E-03
8.889E-01	4.004E-03
8.909E-01	3.773E-03
8.929E-01	3.552E-03
8.948E-01	3.340E-03
8.968E-01	3.136E-03
8.988E-01	2.942E-03
9.008E-01	2.756E-03
9.028E-01	2.578E-03
9.048E-01	2.408E-03
9.068E-01	2.246E-03
9.087E-01	2.092E-03
9.107E-01	1.945E-03
9.127E-01	1.805E-03
9.147E-01	1.673E-03
9.167E-01	1.548E-03
9.187E-01	1.429E-03
9.206E-01	1.316E-03
9.226E-01	1.210E-03
9.246E-01	1.110E-03
9.266E-01	1.016E-03
9.286E-01	9.277E-04
9.306E-01	8.448E-04
9.325E-01	7.672E-04
9.345E-01	6.946E-04
9.365E-01	6.270E-04
9.385E-01	5.642E-04
9.405E-01	5.058E-04
9.425E-01	4.518E-04
9.444E-01	4.020E-04
9.464E-01	3.561E-04
9.484E-01	3.140E-04
9.504E-01	2.755E-04
9.524E-01	2.404E-04
9.544E-01	2.086E-04
9.564E-01	1.799E-04
9.583E-01	1.540E-04
9.603E-01	1.308E-04
9.623E-01	1.102E-04
9.643E-01	9.204E-05
9.663E-01	7.604E-05
9.683E-01	6.210E-05
9.702E-01	5.005E-05
9.722E-01	3.974E-05
9.742E-01	3.102E-05
9.762E-01	2.374E-05
9.782E-01	1.775E-05
9.802E-01	1.290E-05
9.821E-01	9.072E-06
9.841E-01	6.118E-06
9.861E-01	3.914E-06
9.881E-01	2.337E-06
9.901E-01	1.270E-06
