NNPDFpol 1.1, Q = 1.581 GeV
x	 x(uv-dv)	 error	 x(u+-d+)	 error
8.948497E-01	 1.622923E-03	 1.944546E-03	 1.535016E-03	 1.294074E-03
8.968337E-01	 1.515443E-03	 1.897016E-03	 1.432191E-03	 1.253592E-03
8.988176E-01	 1.413191E-03	 1.849221E-03	 1.334542E-03	 1.213422E-03
9.008016E-01	 1.315732E-03	 1.801322E-03	 1.241613E-03	 1.173669E-03
9.027856E-01	 1.222634E-03	 1.753476E-03	 1.152951E-03	 1.134437E-03
9.047695E-01	 1.133471E-03	 1.705839E-03	 1.068110E-03	 1.095832E-03
9.067535E-01	 1.047825E-03	 1.658566E-03	 9.866494E-04	 1.057955E-03
9.087375E-01	 9.653601E-04	 1.611778E-03	 9.082179E-04	 1.020888E-03
9.107214E-01	 8.870588E-04	 1.565065E-03	 8.338499E-04	 9.843325E-04
9.127054E-01	 8.131650E-04	 1.518293E-03	 7.638025E-04	 9.481958E-04
9.146894E-01	 7.434610E-04	 1.471512E-03	 6.978480E-04	 9.125155E-04
9.166733E-01	 6.777316E-04	 1.424770E-03	 6.357613E-04	 8.773282E-04
9.186573E-01	 6.157642E-04	 1.378115E-03	 5.773202E-04	 8.426695E-04
9.206413E-01	 5.573491E-04	 1.331590E-03	 5.223053E-04	 8.085736E-04
9.226253E-01	 5.022788E-04	 1.285241E-03	 4.704997E-04	 7.750733E-04
9.246092E-01	 4.503486E-04	 1.239109E-03	 4.216895E-04	 7.422001E-04
9.265932E-01	 4.013573E-04	 1.193235E-03	 3.756641E-04	 7.099831E-04
9.285772E-01	 3.560344E-04	 1.147133E-03	 3.331604E-04	 6.781753E-04
9.305611E-01	 3.148524E-04	 1.100533E-03	 2.946635E-04	 6.466101E-04
9.325451E-01	 2.773975E-04	 1.053700E-03	 2.597610E-04	 6.153893E-04
9.345291E-01	 2.432613E-04	 1.006899E-03	 2.280456E-04	 5.846188E-04
9.365130E-01	 2.120400E-04	 9.603971E-04	 1.991150E-04	 5.544075E-04
9.384970E-01	 1.833354E-04	 9.144596E-04	 1.725723E-04	 5.248672E-04
9.404810E-01	 1.567539E-04	 8.693522E-04	 1.480249E-04	 4.961121E-04
9.424649E-01	 1.319069E-04	 8.253393E-04	 1.250857E-04	 4.682587E-04
9.444489E-01	 1.084105E-04	 7.826840E-04	 1.033721E-04	 4.414255E-04
9.464329E-01	 8.645454E-05	 7.411933E-04	 8.307856E-05	 4.155072E-04
9.484168E-01	 6.701974E-05	 7.000715E-04	 6.519176E-05	 3.901037E-04
9.504008E-01	 4.992000E-05	 6.594793E-04	 4.952116E-05	 3.652944E-04
9.523848E-01	 3.492455E-05	 6.196128E-04	 3.583119E-05	 3.411771E-04
9.543687E-01	 2.180542E-05	 5.806650E-04	 2.388918E-05	 3.178479E-04
9.563527E-01	 1.033743E-05	 5.428249E-04	 1.346529E-05	 2.954011E-04
9.583367E-01	 2.981215E-07	 5.062772E-04	 4.332492E-06	 2.739286E-04
9.603206E-01	 -8.532236E-06	 4.712019E-04	 -3.733485E-06	 2.535192E-04
9.623046E-01	 -1.637071E-05	 4.377737E-04	 -1.095417E-05	 2.342583E-04
9.642886E-01	 -2.322713E-05	 4.061364E-04	 -1.735512E-05	 2.162300E-04
9.662725E-01	 -2.819445E-05	 3.761692E-04	 -2.208201E-05	 1.994284E-04
9.682565E-01	 -3.138715E-05	 3.476670E-04	 -2.522517E-05	 1.836906E-04
9.702405E-01	 -3.309994E-05	 3.204470E-04	 -2.704401E-05	 1.688573E-04
9.722244E-01	 -3.362399E-05	 2.943393E-04	 -2.779484E-05	 1.547830E-04
9.742084E-01	 -3.324694E-05	 2.691840E-04	 -2.773086E-05	 1.413341E-04
9.761924E-01	 -3.225296E-05	 2.448292E-04	 -2.710222E-05	 1.283862E-04
9.781764E-01	 -3.092278E-05	 2.211289E-04	 -2.615605E-05	 1.158217E-04
9.801603E-01	 -2.953376E-05	 1.979423E-04	 -2.513648E-05	 1.035287E-04
9.821443E-01	 -2.831634E-05	 1.751700E-04	 -2.424570E-05	 9.142649E-05
9.841283E-01	 -2.660444E-05	 1.533977E-04	 -2.288501E-05	 7.990412E-05
9.861122E-01	 -2.419718E-05	 1.327035E-04	 -2.087839E-05	 6.902389E-05
9.880962E-01	 -2.124147E-05	 1.128660E-04	 -1.836220E-05	 5.865057E-05
9.900802E-01	 -1.788249E-05	 9.366917E-05	 -1.547123E-05	 4.865411E-05
9.920641E-01	 -1.426369E-05	 7.490153E-05	 -1.233862E-05	 3.890867E-05
9.940481E-01	 -1.052682E-05	 5.635516E-05	 -9.095956E-06	 2.929140E-05
9.960321E-01	 -6.811932E-06	 3.782486E-05	 -5.873246E-06	 1.968125E-05
9.980160E-01	 -3.257412E-06	 1.910726E-05	 -2.798950E-06	 9.957769E-06
1.000000E+00	 0.000000E+00	 0.000000E+00	 0.000000E+00	 0.000000E+00
